"BioSample.Accession"	"Assembly.Accession"	"Status"	"nuccore_first_chrom"	"Release.Date"	"Modify.Date"	"id"	"title"	"platform"	"instrument_model"	"study_acc"	"organism_ScientificName"	"organism_taxid"	"bioproject"	"runCreateDate"	"runUpdateDate"	"nSRAs"	"run_SRAs"	"run_sizes"	"run_publicities"
"SAMD00034391"	"GCA_001879565.1"	"Complete Genome"	"NZ_CP009764.1"	"2016/11/16"	"2018/04/12"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMD00034894"	"GCA_001544015.1"	"Complete Genome"	"NZ_AP014924.1"	"2015/08/21"	"2017/06/07"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMD00034934"	"GCA_001548195.1"	"Complete Genome"	"NZ_AP014926.1"	"2015/07/07"	"2017/04/04"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMD00036173"	"GCA_002355415.1"	"Complete Genome"	"NZ_AP014936.1"	"2016/02/05"	"2017/09/27"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMD00036190"	"GCA_001548235.1"	"Complete Genome"	"NZ_AP014938.1"	"2015/08/12"	"2017/04/04"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMD00036656"	"GCA_002887615.1"	"Complete Genome"	"NZ_CP025792.1"	"2018/01/17"	"2018/01/21"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMD00036666"	"GCA_000497265.2"	"Complete Genome"	"NZ_AP014547.1"	"2014/12/09"	"2017/04/10"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMD00036750"	"GCA_000520135.2"	"Chromosome"	"NZ_DF260912.1"	"2013/06/22"	"2017/04/10"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMD00039081"	"GCA_001548255.1"	"Complete Genome"	"NZ_AP014944.1"	"2015/09/17"	"2017/04/11"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMD00039082"	"GCA_001548295.1"	"Complete Genome"	"NZ_AP014942.1"	"2015/09/25"	"2017/03/05"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMD00039083"	"GCA_001548275.1"	"Complete Genome"	"NZ_AP014945.1"	"2016/01/06"	"2017/04/11"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMD00039249"	"GCA_001548315.1"	"Complete Genome"	"NZ_AP014950.1"	"2015/09/15"	"2017/02/21"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMD00039250"	"GCA_001548355.1"	"Complete Genome"	"NZ_AP014951.1"	"2015/09/15"	"2017/02/21"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMD00039968"	"GCA_002355335.1"	"Complete Genome"	"NZ_AP014946.1"	"2015/11/20"	"2017/09/27"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMD00041516"	"GCA_002356175.1"	"Complete Genome"	"NZ_AP014956.1"	"2017/02/01"	"2017/09/27"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMD00041597"	"GCA_002356655.1"	"Chromosome"	"NZ_AP015012.1"	"2017/06/01"	"2017/09/27"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMD00042462"	"GCA_002357435.1"	"Chromosome"	"NZ_AP017329.1"	"2017/01/17"	"2017/09/27"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMD00042463"	"GCA_002357455.1"	"Chromosome"	"NZ_AP017330.1"	"2017/01/17"	"2017/09/27"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMD00042464"	"GCA_002357475.1"	"Chromosome"	"NZ_AP017331.1"	"2017/01/17"	"2017/09/27"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMD00042465"	"GCA_002357515.1"	"Chromosome"	"NZ_AP017333.1"	"2017/01/17"	"2017/09/27"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMD00042466"	"GCA_002357495.1"	"Chromosome"	"NZ_AP017332.1"	"2017/01/17"	"2017/09/27"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMD00042467"	"GCA_002357575.1"	"Chromosome"	"NZ_AP017336.1"	"2017/01/17"	"2017/09/27"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMD00042468"	"GCA_002357535.1"	"Chromosome"	"NZ_AP017334.1"	"2017/01/17"	"2017/09/27"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMD00042469"	"GCA_002357555.1"	"Chromosome"	"NZ_AP017335.1"	"2017/01/17"	"2017/09/27"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMD00042470"	"GCA_002357595.1"	"Chromosome"	"NZ_AP017337.1"	"2017/01/17"	"2017/09/27"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMD00042471"	"GCA_002357615.1"	"Chromosome"	"NZ_AP017338.1"	"2017/01/17"	"2017/09/27"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMD00042472"	"GCA_002357335.1"	"Chromosome"	"NZ_AP017339.1"	"2017/01/17"	"2017/09/27"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMD00042473"	"GCA_002357355.1"	"Chromosome"	"NZ_AP017341.1"	"2017/01/17"	"2017/09/27"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMD00042474"	"GCA_002357395.1"	"Chromosome"	"NZ_AP017343.1"	"2017/01/17"	"2017/09/27"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMD00042475"	"GCA_002357635.1"	"Chromosome"	"NZ_AP017345.1"	"2017/01/17"	"2017/09/27"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMD00042476"	"GCA_002357375.1"	"Chromosome"	"NZ_AP017346.1"	"2017/01/17"	"2017/09/27"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMD00042477"	"GCA_002357655.1"	"Chromosome"	"NZ_AP017348.1"	"2017/01/17"	"2017/09/27"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMD00042478"	"GCA_002357675.1"	"Chromosome"	"NZ_AP017349.1"	"2017/01/17"	"2017/09/27"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMD00042479"	"GCA_002357695.1"	"Chromosome"	"NZ_AP017350.1"	"2017/01/17"	"2017/09/27"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMD00042480"	"GCA_002357715.1"	"Chromosome"	"NZ_AP017351.1"	"2017/01/17"	"2017/09/27"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMD00042481"	"GCA_002357415.1"	"Chromosome"	"NZ_AP017352.1"	"2017/01/17"	"2017/09/27"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMD00042482"	"GCA_002357735.1"	"Chromosome"	"NZ_AP017354.1"	"2017/01/17"	"2017/09/27"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMD00042483"	"GCA_002357755.1"	"Chromosome"	"NZ_AP017355.1"	"2017/01/17"	"2017/09/27"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMD00042484"	"GCA_002357775.1"	"Chromosome"	"NZ_AP017356.1"	"2017/01/17"	"2017/09/27"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMD00042485"	"GCA_002357795.1"	"Chromosome"	"NZ_AP017357.1"	"2017/01/17"	"2017/09/27"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMD00042486"	"GCA_002357815.1"	"Chromosome"	"NZ_AP017358.1"	"2017/01/17"	"2017/09/27"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMD00042487"	"GCA_002357835.1"	"Chromosome"	"NZ_AP017359.1"	"2017/01/17"	"2017/09/27"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMD00042488"	"GCA_002357315.1"	"Chromosome"	"NZ_AP017360.1"	"2017/01/17"	"2017/09/27"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMD00042489"	"GCA_002357855.1"	"Chromosome"	"NZ_AP017362.1"	"2017/01/17"	"2017/09/27"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMD00042491"	"GCA_001548335.1"	"Complete Genome"	"NZ_AP017302.1"	"2015/11/26"	"2017/05/10"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMD00042755"	"GCA_001548375.1"	"Complete Genome"	"NZ_AP017295.1"	"2015/11/18"	"2017/04/11"	2217477	"Illumina MiSeq paired end sequencing of SAMD00042755"	"ILLUMINA"	"Illumina MiSeq"	"DRP002883"	"Nostoc sp. NIES-3756"	"1751286"	"PRJDB4341"	"2016/02/09"	"2016/02/09"	"1"	"DRR054720"	"351876038"	"true"
"SAMD00042755"	"GCA_001548375.1"	"Complete Genome"	"NZ_AP017295.1"	"2015/11/18"	"2017/04/11"	2217478	"Illumina MiSeq paired end sequencing of SAMD00042755"	"ILLUMINA"	"Illumina MiSeq"	"DRP002883"	"Nostoc sp. NIES-3756"	"1751286"	"PRJDB4341"	"2016/02/09"	"2016/02/09"	"1"	"DRR054721"	"528450875"	"true"
"SAMD00042785"	"GCA_001548455.1"	"Complete Genome"	"NZ_AP017305.1"	"2015/12/05"	"2017/04/11"	2222566	"Illumina MiSeq paired end sequencing of SAMD00042785"	"ILLUMINA"	"Illumina MiSeq"	"DRP002886"	"Fischerella sp. NIES-3754"	"1752063"	"PRJDB4348"	"2016/02/10"	"2016/02/10"	"1"	"DRR054722"	"578284306"	"true"
"SAMD00042785"	"GCA_001548455.1"	"Complete Genome"	"NZ_AP017305.1"	"2015/12/05"	"2017/04/11"	2222567	"Illumina MiSeq paired end sequencing of SAMD00042785"	"ILLUMINA"	"Illumina MiSeq"	"DRP002886"	"Fischerella sp. NIES-3754"	"1752063"	"PRJDB4348"	"2016/02/10"	"2016/02/10"	"1"	"DRR054723"	"198327970"	"true"
"SAMD00042786"	"GCA_001548435.1"	"Complete Genome"	"NZ_AP017308.1"	"2015/12/09"	"2017/04/17"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMD00043228"	"GCA_002355355.1"	"Complete Genome"	"NZ_AP017377.1"	"2016/10/18"	"2017/09/27"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMD00043871"	"GCA_002355375.1"	"Complete Genome"	"NZ_AP017312.1"	"2016/01/13"	"2017/09/27"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMD00043916"	"GCA_002355435.1"	"Complete Genome"	"NZ_AP017313.1"	"2016/02/19"	"2017/09/27"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMD00044317"	"GCA_002355695.1"	"Complete Genome"	"NZ_AP017318.1"	"2016/07/04"	"2017/09/27"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMD00044318"	"GCA_002355715.1"	"Complete Genome"	"NZ_AP017319.1"	"2016/07/04"	"2017/09/27"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMD00044342"	"GCA_002355395.1"	"Complete Genome"	"NZ_AP017315.1"	"2016/01/15"	"2017/09/27"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMD00044982"	"GCA_001548415.1"	"Complete Genome"	"NZ_AP017320.1"	"2016/01/16"	"2017/03/05"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMD00045010"	"GCA_002355595.1"	"Complete Genome"	"NZ_AP017422.1"	"2016/05/23"	"2017/09/27"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMD00045709"	"GCA_002356375.1"	"Complete Genome"	"NZ_AP017649.1"	"2017/07/08"	"2017/09/27"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMD00045841"	"GCA_001548395.1"	"Complete Genome"	"NZ_AP017367.1"	"2016/01/29"	"2017/04/17"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMD00046548"	"GCA_002355955.1"	"Complete Genome"	"NZ_AP017368.1"	"2016/11/08"	"2018/01/12"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMD00046889"	"GCA_002356555.2"	"Complete Genome"	"NZ_AP017372.2"	"2016/02/19"	"2018/05/31"	2318372	"Illumina MiSeq paired end sequencing of SAMD00046889"	"ILLUMINA"	"Illumina MiSeq"	"DRP002894"	"Halorhodospira halochloris"	"1052"	"PRJDB4565"	"2016/03/10"	"2016/03/09"	"1"	"DRR055127"	"455662649"	"true"
"SAMD00046889"	"GCA_002356555.2"	"Complete Genome"	"NZ_AP017372.2"	"2016/02/19"	"2018/05/31"	2318371	"Illumina MiSeq paired end sequencing of SAMD00046889"	"ILLUMINA"	"Illumina MiSeq"	"DRP002894"	"Halorhodospira halochloris"	"1052"	"PRJDB4565"	"2016/03/10"	"2016/03/09"	"1"	"DRR055126"	"444449897"	"true"
"SAMD00046983"	"GCA_002355575.1"	"Complete Genome"	"NZ_AP017373.1"	"2016/05/18"	"2017/09/27"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMD00047326"	"GCA_002356535.1"	"Chromosome"	"NZ_AP017423.1"	"2016/07/19"	"2017/09/27"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMD00047652"	"GCA_002355535.1"	"Complete Genome"	"NZ_AP017457.1"	"2016/05/12"	"2017/09/27"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMD00047668"	"GCA_002355455.1"	"Complete Genome"	"NZ_AP017375.1"	"2016/03/05"	"2017/09/27"	2318374	"Illumina MiSeq paired end sequencing of SAMD00047668"	"ILLUMINA"	"Illumina MiSeq"	"DRP003036"	"Stanieria sp. NIES-3757"	"1807358"	"PRJDB4607"	"2016/03/10"	"2016/03/09"	"1"	"DRR055575"	"397462259"	"true"
"SAMD00047668"	"GCA_002355455.1"	"Complete Genome"	"NZ_AP017375.1"	"2016/03/05"	"2017/09/27"	2318373	"Illumina MiSeq paired end sequencing of SAMD00047668"	"ILLUMINA"	"Illumina MiSeq"	"DRP003036"	"Stanieria sp. NIES-3757"	"1807358"	"PRJDB4607"	"2016/03/10"	"2016/03/09"	"1"	"DRR055574"	"612425844"	"true"
"SAMD00048857"	"GCA_002355615.1"	"Complete Genome"	"NZ_AP017381.1"	"2016/05/26"	"2017/09/27"	2578483	"454 GS FLX Titanium paired end sequencing of SAMD00048857"	"LS454"	"454 GS FLX Titanium"	"DRP003131"	"Moraxella osloensis"	"34062"	"PRJDB4665"	"2016/05/27"	"2016/05/27"	"1"	"DRR057818"	"53518118"	"true"
"SAMD00048857"	"GCA_002355615.1"	"Complete Genome"	"NZ_AP017381.1"	"2016/05/26"	"2017/09/27"	2578482	"454 GS FLX+ sequencing of SAMD00048857"	"LS454"	"454 GS FLX+"	"DRP003131"	"Moraxella osloensis"	"34062"	"PRJDB4665"	"2016/05/27"	"2016/05/27"	"1"	"DRR057817"	"110832910"	"true"
"SAMD00050872"	"GCA_002355495.1"	"Complete Genome"	"AP017424.1"	"2016/04/20"	"2016/06/09"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMD00051107"	"GCA_002356215.1"	"Complete Genome"	"NZ_AP017959.1"	"2017/02/08"	"2017/10/17"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMD00051155"	"GCA_002355835.1"	"Complete Genome"	"NZ_AP017459.1"	"2016/09/21"	"2018/02/17"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMD00051291"	"GCA_002355675.1"	"Complete Genome"	"NZ_AP017557.1"	"2016/06/29"	"2017/09/27"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMD00051861"	"GCA_002355555.1"	"Complete Genome"	"NZ_AP017469.1"	"2016/05/31"	"2017/09/27"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMD00053320"	"GCA_002355855.1"	"Complete Genome"	"NZ_AP017655.1"	"2016/10/04"	"2017/09/27"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMD00053810"	"GCA_002355635.1"	"Complete Genome"	"NZ_AP017558.1"	"2016/06/23"	"2017/09/27"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMD00053811"	"GCA_002355655.1"	"Complete Genome"	"NZ_AP017569.1"	"2016/07/01"	"2017/09/27"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMD00053838"	"GCA_002356695.1"	"Complete Genome"	"NZ_AP017602.1"	"2017/01/23"	"2018/05/16"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMD00053839"	"GCA_002357295.1"	"Complete Genome"	"NZ_AP017572.1"	"2017/01/23"	"2018/05/25"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMD00053840"	"GCA_002357175.1"	"Complete Genome"	"NZ_AP017578.1"	"2017/01/23"	"2018/05/25"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMD00053841"	"GCA_002357275.1"	"Complete Genome"	"NZ_AP017573.1"	"2017/01/23"	"2018/05/25"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMD00053842"	"GCA_002357115.1"	"Complete Genome"	"NZ_AP017581.1"	"2017/01/23"	"2018/05/25"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMD00053843"	"GCA_002357255.1"	"Complete Genome"	"NZ_AP017574.1"	"2017/01/23"	"2018/05/25"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMD00053844"	"GCA_002357235.1"	"Complete Genome"	"NZ_AP017575.1"	"2017/01/23"	"2018/05/25"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMD00053845"	"GCA_002357215.1"	"Complete Genome"	"NZ_AP017576.1"	"2017/01/23"	"2018/05/25"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMD00053846"	"GCA_002357195.1"	"Complete Genome"	"NZ_AP017577.1"	"2017/01/23"	"2018/05/25"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMD00053847"	"GCA_002357135.1"	"Complete Genome"	"NZ_AP017580.1"	"2017/01/23"	"2018/05/25"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMD00053848"	"GCA_002357155.1"	"Complete Genome"	"NZ_AP017579.1"	"2017/01/23"	"2018/05/25"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMD00053849"	"GCA_002356715.1"	"Chromosome"	"NZ_AP017601.1"	"2017/01/23"	"2018/05/25"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMD00053850"	"GCA_002356775.1"	"Chromosome"	"NZ_AP017598.1"	"2017/01/23"	"2018/05/25"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMD00053851"	"GCA_002356735.1"	"Chromosome"	"NZ_AP017600.1"	"2017/01/23"	"2018/05/31"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMD00053852"	"GCA_002356755.1"	"Chromosome"	"NZ_AP017599.1"	"2017/01/23"	"2018/05/25"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMD00053853"	"GCA_002356895.1"	"Chromosome"	"NZ_AP017592.1"	"2017/01/23"	"2018/05/25"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMD00053854"	"GCA_002356935.1"	"Chromosome"	"NZ_AP017590.1"	"2017/01/23"	"2018/05/25"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMD00053855"	"GCA_002356955.1"	"Chromosome"	"NZ_AP017589.1"	"2017/01/23"	"2018/05/25"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMD00053856"	"GCA_002357055.1"	"Chromosome"	"NZ_AP017584.1"	"2017/01/23"	"2018/05/25"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMD00053857"	"GCA_002357035.1"	"Chromosome"	"NZ_AP017585.1"	"2017/01/23"	"2018/05/25"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMD00053858"	"GCA_002357095.1"	"Chromosome"	"NZ_AP017582.1"	"2017/01/23"	"2018/05/25"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMD00053859"	"GCA_002356915.1"	"Chromosome"	"NZ_AP017591.1"	"2017/01/23"	"2018/05/25"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMD00053860"	"GCA_002356875.1"	"Chromosome"	"NZ_AP017593.1"	"2017/01/23"	"2018/05/31"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMD00053861"	"GCA_002357015.1"	"Chromosome"	"NZ_AP017586.1"	"2017/01/23"	"2018/05/25"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMD00053862"	"GCA_002356995.1"	"Chromosome"	"NZ_AP017587.1"	"2017/01/23"	"2018/05/25"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMD00053863"	"GCA_002356975.1"	"Chromosome"	"NZ_AP017588.1"	"2017/01/23"	"2018/05/25"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMD00053864"	"GCA_002356855.1"	"Chromosome"	"NZ_AP017594.1"	"2017/01/23"	"2018/05/25"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMD00053865"	"GCA_002357075.1"	"Chromosome"	"NZ_AP017583.1"	"2017/01/23"	"2018/05/25"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMD00053866"	"GCA_002356835.1"	"Chromosome"	"NZ_AP017595.1"	"2017/01/23"	"2018/05/25"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMD00053867"	"GCA_002356815.1"	"Chromosome"	"NZ_AP017596.1"	"2017/01/23"	"2018/05/25"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMD00053868"	"GCA_002356795.1"	"Chromosome"	"NZ_AP017597.1"	"2017/01/23"	"2018/05/25"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMD00055564"	"GCA_002356515.1"	"Chromosome"	"NZ_AP017605.1"	"2016/08/09"	"2017/09/27"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMD00056130"	"GCA_002357915.1"	"Complete Genome"	"NZ_AP017610.1"	"2017/04/06"	"2017/09/27"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMD00056131"	"GCA_002357895.1"	"Complete Genome"	"NZ_AP017617.1"	"2017/04/06"	"2017/09/27"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMD00056132"	"GCA_002357875.1"	"Complete Genome"	"NZ_AP017620.1"	"2017/04/06"	"2017/09/27"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMD00056531"	"GCA_002355775.1"	"Complete Genome"	"NZ_AP017624.1"	"2016/08/04"	"2017/09/27"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMD00056606"	"GCA_002355755.1"	"Complete Genome"	"NZ_AP017623.1"	"2016/08/04"	"2017/09/27"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMD00057672"	"GCA_002355795.1"	"Complete Genome"	"NZ_AP017630.1"	"2016/08/24"	"2017/09/27"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMD00057778"	"GCA_002355815.1"	"Complete Genome"	"NZ_AP017629.1"	"2016/08/26"	"2018/04/21"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMD00057810"	"GCA_002356495.1"	"Chromosome"	"NZ_AP017635.1"	"2016/08/26"	"2017/09/27"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMD00058707"	"GCA_000196095.1"	"Complete Genome"	"NC_004603.1"	"2003/03/05"	"2016/08/28"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMD00059583"	"GCA_002356195.1"	"Complete Genome"	"NZ_AP017896.1"	"2017/02/01"	"2017/09/27"	3668311	"PacBio RS II sequencing of SAMD00059583"	"PACBIO_SMRT"	"PacBio RS II"	"DRP003438"	"Actinomyces sp. Chiba101"	"1851395"	"PRJDB5147"	"2017/02/02"	"2017/02/02"	"1"	"DRR072240"	"627954411"	"true"
"SAMD00060908"	"GCA_000010405.1"	"Complete Genome"	"NC_009465.1"	"2007/05/08"	"2017/04/17"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMD00060909"	"GCA_000010305.1"	"Complete Genome"	"NC_012489.1"	"2009/04/01"	"2017/04/17"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMD00060910"	"GCA_000010445.1"	"Complete Genome"	"NC_009782.1"	"2007/09/03"	"2017/03/02"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"SAMD00060911"	"GCA_000269925.1"	"Complete Genome"	"NC_015930.1"	"2011/08/09"	"2017/10/21"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
